batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend,iso_prediction,iso_score,is_iso_anomaly,is_spc_anomaly,num_violations,violated_metrics,is_anomaly
BAT01311,2021-08-23,DRG005,Glimepiride,SUP014,Euroapi France,92.51,3.14,28.1,1.55,True,False,stable,1,0.09677312709429414,False,True,1.0,purity_pct_low,True
BAT00040,2021-08-23,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,88.48,6.17,44.9,1.42,True,False,stable,1,0.003969362166549195,False,True,1.0,dissolution_min_high,True
BAT00022,2021-08-23,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,87.16,5.98,32.4,1.85,True,False,stable,1,0.11774408051889301,False,False,0.0,,False
BAT00841,2021-08-25,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,10.54,35.6,2.04,True,False,declining,1,0.014110703227617427,False,False,0.0,,False
BAT01233,2021-08-25,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,94.8,1.41,28.4,1.77,True,False,stable,1,0.0664999051813916,False,False,0.0,,False
BAT00769,2021-08-26,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.0,8.62,33.4,1.95,True,False,stable,1,0.09963494846891657,False,False,0.0,,False
BAT00596,2021-08-28,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.01,3.68,29.7,1.65,True,False,stable,1,0.1280767332610515,False,False,0.0,,False
BAT00666,2021-08-28,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,83.76,8.5,40.6,2.0,True,False,stable,1,0.08822847000002282,False,False,0.0,,False
BAT01344,2021-08-29,DRG013,Omeprazole,SUP014,Euroapi France,94.37,3.14,31.1,1.32,True,False,stable,1,0.11373556719018035,False,False,0.0,,False
BAT01888,2021-08-29,DRG004,Metformin HCl,SUP025,Lupin API Division,88.82,5.2,38.8,2.01,True,False,stable,1,0.0925057047966848,False,False,0.0,,False
BAT00911,2021-09-01,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,83.71,8.35,33.7,1.08,True,False,stable,1,0.04046430557068925,False,False,0.0,,False
BAT00988,2021-09-02,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,85.61,7.81,37.6,1.65,True,False,stable,1,0.08819216494901022,False,False,0.0,,False
BAT00679,2021-09-02,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,81.97,8.42,40.0,1.94,True,False,stable,1,0.08447812451417325,False,False,0.0,,False
BAT01037,2021-09-02,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,80.8,9.22,36.3,1.27,True,False,stable,1,0.014566652906601418,False,False,0.0,,False
BAT00678,2021-09-02,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.09,8.33,41.5,1.77,True,False,stable,1,0.07159445662803693,False,False,0.0,,False
BAT01781,2021-09-02,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,84.3,7.41,33.4,1.83,True,False,declining,1,0.094893690949239,False,,,,False
BAT00912,2021-09-02,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,83.28,7.99,34.7,1.66,True,False,stable,1,0.11019806802651355,False,False,0.0,,False
BAT00388,2021-09-03,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,90.27,4.81,31.1,1.56,True,False,stable,1,0.1410964060702679,False,False,0.0,,False
BAT01374,2021-09-03,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,89.85,4.54,33.4,1.39,True,False,stable,1,0.13111671075329762,False,False,0.0,,False
BAT01254,2021-09-04,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,94.5,2.82,32.2,1.49,True,False,stable,1,0.1235045994950541,False,False,0.0,,False
BAT01714,2021-09-04,DRG018,Cetirizine HCl,SUP020,Teva API Israel,93.17,3.64,30.1,1.62,True,False,stable,1,0.13290376288923889,False,False,0.0,,False
BAT01889,2021-09-04,DRG004,Metformin HCl,SUP025,Lupin API Division,89.52,5.58,40.6,2.11,True,False,stable,1,0.049378998873371494,False,False,0.0,,False
BAT00341,2021-09-04,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,89.29,4.24,32.0,2.08,True,False,stable,1,0.1055709848388311,False,False,0.0,,False
BAT00572,2021-09-04,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,94.06,2.76,32.7,2.34,True,False,stable,1,0.039504020554335884,False,True,1.0,moisture_pct_high,True
BAT00131,2021-09-04,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.85,6.01,33.5,2.04,True,False,stable,1,0.11452602565121334,False,False,0.0,,False
BAT00023,2021-09-04,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,88.18,5.54,31.8,1.61,True,False,stable,1,0.1329554824604462,False,False,0.0,,False
BAT00856,2021-09-05,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,10.46,38.4,1.96,True,False,declining,1,0.023538055864014806,False,False,0.0,,False
BAT00436,2021-09-05,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,83.74,7.67,40.4,2.22,True,False,declining,1,0.06455981147535217,False,False,0.0,,False
BAT00954,2021-09-06,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.95,8.07,38.8,1.59,True,False,stable,1,0.09014623052790072,False,False,0.0,,False
BAT00554,2021-09-07,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,93.7,3.53,30.0,1.67,True,False,stable,1,0.13134076230739605,False,False,0.0,,False
BAT01910,2021-09-07,DRG006,Ibuprofen,SUP025,Lupin API Division,90.44,5.6,36.4,1.51,True,False,stable,1,0.12227124304766473,False,False,0.0,,False
BAT00452,2021-09-07,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,83.06,7.93,35.9,1.73,True,False,declining,1,0.10781228541619281,False,True,1.0,purity_pct_low,True
BAT01535,2021-09-07,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,97.92,1.04,34.0,1.42,True,True,stable,1,0.06786330750502406,False,False,0.0,,False
BAT00113,2021-09-08,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,87.61,6.27,30.6,1.69,True,False,stable,1,0.09971107096082649,False,False,0.0,,False
BAT01167,2021-09-08,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.35,1.72,28.8,1.1,True,True,stable,1,0.03126377753752618,False,False,0.0,,False
BAT01833,2021-09-09,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,96.37,2.02,30.4,1.36,True,True,stable,1,0.09711844200941883,False,False,0.0,,False
BAT01741,2021-09-09,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,85.79,6.09,34.8,1.8,True,False,stable,1,0.10679134261772733,False,False,0.0,,False
BAT00150,2021-09-10,DRG001,Lisinopril,SUP002,Cipla Chemical Works,89.97,5.43,34.3,1.42,True,False,stable,1,0.13377862577073435,False,False,0.0,,False
BAT00715,2021-09-10,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,83.22,9.1,37.3,1.56,True,False,stable,1,0.07843720585870445,False,False,0.0,,False
BAT00629,2021-09-10,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,91.42,3.42,39.1,1.46,True,False,stable,1,0.0720902802885911,False,True,1.0,dissolution_min_high,True
BAT00488,2021-09-11,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,83.43,8.42,36.6,2.04,True,False,declining,1,0.11646566746151948,False,True,1.0,contamination_ppm_high,True
BAT01911,2021-09-11,DRG006,Ibuprofen,SUP025,Lupin API Division,88.5,5.35,36.8,1.48,True,False,stable,1,0.1211887781811033,False,False,0.0,,False
BAT00195,2021-09-12,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,90.53,4.91,35.1,1.09,True,False,stable,1,0.07732023330868232,False,False,0.0,,False
BAT00005,2021-09-12,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,89.06,6.19,31.9,1.72,True,False,stable,1,0.11634800070174617,False,False,0.0,,False
BAT00857,2021-09-13,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.11,10.48,42.1,2.01,True,False,declining,1,0.006361045469554627,False,False,0.0,,False
BAT00613,2021-09-13,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,93.79,3.26,31.1,1.67,True,False,stable,1,0.1369076801211619,False,False,0.0,,False
BAT00304,2021-09-15,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,91.28,4.5,33.3,1.3,True,False,stable,1,0.12417835955960282,False,False,0.0,,False
BAT01115,2021-09-15,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.41,1.69,35.6,1.77,True,True,stable,1,0.0705984518251429,False,False,0.0,,False
BAT01621,2021-09-15,DRG001,Lisinopril,SUP020,Teva API Israel,90.93,3.68,33.6,1.95,True,False,stable,1,0.12580753132074224,False,True,1.0,purity_pct_low,True
BAT00151,2021-09-16,DRG001,Lisinopril,SUP002,Cipla Chemical Works,88.98,5.57,31.6,1.46,True,False,stable,1,0.12601967550074128,False,True,1.0,contamination_ppm_high,True
BAT00804,2021-09-17,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,11.03,38.4,2.67,True,False,declining,-1,-0.012176616833649234,True,True,1.0,contamination_ppm_high,True
BAT00075,2021-09-17,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,87.88,6.09,36.7,2.56,True,False,stable,1,0.03517467760089321,False,True,1.0,moisture_pct_high,True
BAT01727,2021-09-17,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,86.31,6.7,31.8,2.41,True,False,stable,1,0.02795593516576833,False,True,1.0,moisture_pct_high,True
BAT01674,2021-09-18,DRG009,Azithromycin,SUP020,Teva API Israel,92.75,3.63,33.5,1.32,True,False,stable,1,0.12606502195509128,False,False,0.0,,False
BAT01188,2021-09-21,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,97.25,1.35,28.9,1.54,True,True,stable,1,0.08276361629580059,False,False,0.0,,False
BAT00453,2021-09-21,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,83.71,8.65,43.8,2.64,True,False,declining,-1,-0.002720271857615031,True,True,2.0,contamination_ppm_high|dissolution_min_high,True
BAT01591,2021-09-21,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,97.81,1.51,39.4,1.85,True,True,stable,1,0.010295479135570162,False,True,1.0,dissolution_min_high,True
BAT00132,2021-09-21,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.51,6.17,28.2,1.76,True,False,stable,1,0.06534152066282295,False,False,0.0,,False
BAT00454,2021-09-22,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,83.47,8.11,34.8,2.15,True,False,declining,1,0.1080266641282811,False,False,0.0,,False
BAT00842,2021-09-23,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,10.15,41.5,2.53,True,False,declining,1,0.019072642408214602,False,False,0.0,,False
BAT01863,2021-09-23,DRG001,Lisinopril,SUP025,Lupin API Division,89.85,5.44,35.8,1.54,True,False,stable,1,0.13751543635583124,False,False,0.0,,False
BAT00196,2021-09-24,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.55,5.05,34.2,1.46,True,False,stable,1,0.1347890683727319,False,False,0.0,,False
BAT01675,2021-09-24,DRG009,Azithromycin,SUP020,Teva API Israel,94.06,3.46,39.1,2.46,True,False,stable,-1,-0.011027647099198012,True,True,2.0,dissolution_min_high|moisture_pct_high,True
BAT01436,2021-09-24,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,92.05,3.97,32.1,1.82,True,False,stable,1,0.1360538216327536,False,False,0.0,,False
BAT01516,2021-09-24,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.8,0.77,26.4,1.34,True,True,stable,-1,-0.004147009846480865,True,False,0.0,,True
BAT00521,2021-09-24,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,92.93,3.46,30.7,1.35,True,False,stable,1,0.12253819251667714,False,False,0.0,,False
BAT01633,2021-09-25,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.63,3.94,33.2,1.31,True,False,stable,1,0.12263266244985233,False,False,0.0,,False
BAT01613,2021-09-25,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,95.89,2.75,27.1,1.43,True,True,stable,1,0.04811131898683518,False,,,,False
BAT01049,2021-09-26,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,81.37,9.74,42.2,1.55,True,False,stable,1,0.003867569229906276,False,False,0.0,,False
BAT00475,2021-09-27,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,84.43,8.53,37.8,1.78,True,False,declining,1,0.10153902647413676,False,True,1.0,contamination_ppm_high,True
BAT00006,2021-09-27,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,88.55,6.09,39.5,1.14,True,False,stable,1,0.03792861390880731,False,False,0.0,,False
BAT00476,2021-09-28,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,83.71,7.92,40.8,2.56,True,False,declining,1,0.035077590568829864,False,False,0.0,,False
BAT01200,2021-09-28,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.83,1.4,33.3,1.48,True,True,stable,1,0.10022965659737526,False,False,0.0,,False
BAT01834,2021-09-28,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,96.08,2.03,31.1,2.07,True,True,stable,1,0.06942483389830695,False,False,0.0,,False
BAT01804,2021-09-29,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,94.69,2.55,31.0,1.9,True,False,stable,1,0.10566713672770683,False,False,0.0,,False
BAT00652,2021-09-29,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,84.33,8.59,28.9,1.82,True,False,stable,1,0.028182338996230905,False,False,0.0,,False
BAT00455,2021-09-29,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,84.49,7.82,40.7,1.85,True,False,declining,1,0.0777449425867256,False,False,0.0,,False
BAT00041,2021-09-29,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,87.8,5.96,34.1,1.99,True,False,stable,1,0.11951867814373573,False,False,0.0,,False
BAT01495,2021-09-30,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.96,1.41,27.3,1.61,True,True,stable,1,0.03724576705858296,False,False,0.0,,False
BAT00305,2021-09-30,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,90.98,4.68,39.1,1.46,True,False,stable,1,0.09143444679605223,False,True,1.0,dissolution_min_high,True
BAT00042,2021-10-01,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,87.29,6.22,35.9,1.65,True,False,stable,1,0.1192737443372548,False,False,0.0,,False
BAT01013,2021-10-02,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.3,9.86,36.5,1.76,True,False,stable,1,0.05151118149625067,False,False,0.0,,False
BAT00573,2021-10-02,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.15,3.37,34.2,1.67,True,False,stable,1,0.13518927292216348,False,False,0.0,,False
BAT01793,2021-10-03,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,83.77,7.35,42.8,2.02,True,False,declining,1,0.029484125081810086,False,,,,False
BAT00269,2021-10-04,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,91.35,4.72,27.6,1.69,True,False,stable,1,0.08037643045733284,False,False,0.0,,False
BAT00630,2021-10-04,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.68,3.59,34.0,1.64,True,False,stable,1,0.13784637992759158,False,False,0.0,,False
BAT01387,2021-10-04,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.71,4.43,30.0,1.4,True,False,stable,1,0.12234449974505884,False,False,0.0,,False
BAT00197,2021-10-04,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,91.07,5.5,32.5,1.93,True,False,stable,1,0.12910155369237936,False,True,1.0,contamination_ppm_high,True
BAT00456,2021-10-04,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,84.35,8.07,37.7,2.32,True,False,declining,1,0.08763498872220049,False,False,0.0,,False
BAT01912,2021-10-05,DRG006,Ibuprofen,SUP025,Lupin API Division,89.38,6.07,37.9,1.77,True,False,stable,1,0.09712223807695242,False,True,1.0,contamination_ppm_high,True
BAT00043,2021-10-05,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,86.9,5.69,33.8,1.9,True,False,stable,1,0.11928034679367078,False,False,0.0,,False
BAT01890,2021-10-05,DRG004,Metformin HCl,SUP025,Lupin API Division,89.08,5.43,36.1,1.67,True,False,stable,1,0.13602549745682413,False,False,0.0,,False
BAT01276,2021-10-06,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,99.0,0.97,31.8,1.24,True,True,stable,1,0.022172277104181348,False,False,0.0,,False
BAT01634,2021-10-07,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.65,3.34,29.6,1.92,True,False,stable,1,0.1071983023808879,False,False,0.0,,False
BAT00270,2021-10-07,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,89.53,5.26,30.0,1.59,True,False,stable,1,0.11977639776888205,False,False,0.0,,False
BAT00749,2021-10-07,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.18,8.47,36.1,1.84,True,False,stable,1,0.1103712766491674,False,False,0.0,,False
BAT01835,2021-10-07,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,97.05,2.09,32.9,1.45,True,True,stable,1,0.10081324701556083,False,False,0.0,,False
BAT00555,2021-10-08,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,92.69,3.26,36.4,1.5,True,False,stable,1,0.11419632510591715,False,False,0.0,,False
BAT01014,2021-10-09,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.58,9.25,35.7,2.64,True,False,stable,1,0.012361210570717152,False,True,1.0,moisture_pct_high,True
BAT00198,2021-10-09,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.96,5.46,33.6,1.74,True,False,stable,1,0.14260696276352497,False,True,1.0,contamination_ppm_high,True
BAT01956,2021-10-10,DRG018,Cetirizine HCl,SUP025,Lupin API Division,88.62,6.19,38.3,1.42,True,False,stable,1,0.09262567944006639,False,True,1.0,contamination_ppm_high,True
BAT00631,2021-10-10,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.49,3.4,32.7,1.58,True,False,stable,1,0.13947012154701877,False,False,0.0,,False
BAT00653,2021-10-11,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,83.86,8.64,31.7,1.8,True,False,stable,1,0.08069109453531198,False,False,0.0,,False
BAT01913,2021-10-11,DRG006,Ibuprofen,SUP025,Lupin API Division,88.41,5.52,34.8,1.68,True,False,stable,1,0.14022048488687094,False,False,0.0,,False
BAT01782,2021-10-11,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,85.25,7.45,36.2,2.43,True,False,declining,1,0.047948857627949204,False,,,,False
BAT01388,2021-10-11,DRG004,Metformin HCl,SUP015,Polpharma API Poland,89.97,4.31,28.9,1.98,True,False,stable,1,0.09043732658323855,False,False,0.0,,False
BAT01116,2021-10-12,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.02,1.08,30.0,2.03,True,True,stable,1,0.04275765732573733,False,True,1.0,moisture_pct_high,True
BAT01783,2021-10-12,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,83.24,7.48,36.2,1.99,True,False,declining,1,0.09491841834215525,False,,,,False
BAT00654,2021-10-15,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,82.51,9.28,36.3,2.18,True,False,stable,1,0.07185976786996212,False,True,1.0,contamination_ppm_high,True
BAT00199,2021-10-15,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.87,5.13,31.9,1.63,True,False,stable,1,0.14490397825915802,False,False,0.0,,False
BAT01555,2021-10-17,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.77,1.57,31.3,1.5,True,True,stable,1,0.10771072465309134,False,False,0.0,,False
BAT01312,2021-10-17,DRG005,Glimepiride,SUP014,Euroapi France,96.42,2.84,32.7,1.5,True,True,stable,1,0.10158810046812927,False,False,0.0,,False
BAT01957,2021-10-17,DRG018,Cetirizine HCl,SUP025,Lupin API Division,89.97,5.2,30.8,1.53,True,False,stable,1,0.13130847607071283,False,False,0.0,,False
BAT01592,2021-10-17,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,97.54,1.45,30.0,1.47,True,True,stable,1,0.09070974947758553,False,False,0.0,,False
BAT01234,2021-10-19,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.58,1.96,30.8,1.06,True,True,stable,1,0.05005918438473611,False,False,0.0,,False
BAT01235,2021-10-19,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,97.57,2.2,28.8,1.22,True,True,stable,1,0.040557168256859066,False,False,0.0,,False
BAT00632,2021-10-20,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.95,3.78,38.3,1.32,True,False,stable,1,0.07896450790344878,False,False,0.0,,False
BAT01836,2021-10-21,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,97.21,2.12,33.4,1.17,True,True,stable,1,0.06028754699233019,False,False,0.0,,False
BAT00287,2021-10-21,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.27,4.1,30.7,1.81,True,False,stable,1,0.12831386212012985,False,False,0.0,,False
BAT01614,2021-10-21,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,95.21,2.86,29.8,1.76,True,True,stable,1,0.10586891906682555,False,,,,False
BAT00733,2021-10-22,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,81.03,8.54,37.5,2.51,True,False,stable,1,0.045687333113419215,False,True,1.0,moisture_pct_high,True
BAT01189,2021-10-23,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,96.12,0.99,30.8,1.6,True,True,stable,1,0.08055453795973089,False,False,0.0,,False
BAT01236,2021-10-23,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,95.73,1.92,32.9,1.75,True,True,stable,1,0.11020519965596398,False,False,0.0,,False
BAT00633,2021-10-23,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.48,3.51,32.2,1.22,False,False,stable,1,0.10815422235231076,False,False,0.0,,False
BAT01453,2021-10-25,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,90.13,4.16,34.9,1.83,True,False,stable,1,0.1344177552015801,False,False,0.0,,False
BAT00457,2021-10-26,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,83.22,8.81,37.4,2.54,True,False,declining,1,0.04958441639596284,False,True,1.0,contamination_ppm_high,True
BAT00667,2021-10-27,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,82.52,9.03,36.8,2.08,True,False,stable,1,0.08730398565319886,False,False,0.0,,False
BAT00437,2021-10-28,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,83.94,8.43,38.6,2.12,True,False,declining,1,0.09797273344121771,False,True,1.0,contamination_ppm_high,True
BAT00505,2021-10-28,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,92.63,3.46,30.7,1.57,True,False,stable,1,0.13556679044586045,False,False,0.0,,False
BAT01050,2021-10-28,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.75,9.02,37.6,1.43,True,False,stable,1,0.03798769936215618,False,False,0.0,,False
BAT01277,2021-10-28,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,98.44,1.02,28.8,1.21,True,True,stable,1,0.019423966899571488,False,False,0.0,,False
BAT01296,2021-10-29,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,97.53,0.66,32.6,1.5,True,True,stable,1,0.04513042132752637,False,False,0.0,,False
BAT01694,2021-10-29,DRG013,Omeprazole,SUP020,Teva API Israel,94.14,2.83,34.1,1.55,True,False,stable,1,0.12336899340475993,False,False,0.0,,False
BAT01715,2021-10-29,DRG018,Cetirizine HCl,SUP020,Teva API Israel,93.2,3.24,29.8,2.14,True,False,stable,1,0.07592667400832936,False,True,1.0,moisture_pct_high,True
BAT01536,2021-10-29,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,96.63,0.75,31.7,1.75,True,True,stable,1,0.058127462987747736,False,False,0.0,,False
BAT00271,2021-10-31,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,90.19,5.1,31.2,1.6,True,False,stable,1,0.13789974026429652,False,False,0.0,,False
BAT01573,2021-10-31,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.32,1.28,31.0,2.05,True,True,stable,1,0.05554762426934007,False,False,0.0,,False
BAT01805,2021-10-31,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,94.53,1.97,24.5,1.53,True,False,stable,-1,-0.0054009121680932415,True,False,0.0,,True
BAT01117,2021-11-01,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.19,1.23,29.1,1.43,True,True,stable,1,0.0853193256024436,False,False,0.0,,False
BAT01118,2021-11-01,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.32,1.97,32.2,1.48,True,True,stable,1,0.09532338942272411,False,False,0.0,,False
BAT00843,2021-11-01,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,10.26,47.7,2.24,True,False,declining,-1,-0.043254876626159566,True,True,1.0,dissolution_min_high,True
BAT01437,2021-11-03,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.18,5.01,30.1,1.99,True,False,stable,1,0.11639954405257336,False,True,1.0,contamination_ppm_high,True
BAT01469,2021-11-04,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,90.91,4.32,35.6,1.75,True,False,stable,1,0.1444017755259986,False,False,0.0,,False
BAT00024,2021-11-06,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,86.05,5.49,35.1,2.04,True,False,stable,1,0.1023504982134496,False,True,1.0,purity_pct_low,True
BAT01537,2021-11-06,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,98.64,0.94,33.8,1.74,True,True,stable,1,0.03334340674323666,False,False,0.0,,False
BAT01074,2021-11-08,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,80.75,9.99,38.0,1.88,True,False,stable,1,0.043187766804840155,False,False,0.0,,False
BAT01015,2021-11-08,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.36,9.46,37.8,2.06,True,False,stable,1,0.07160039960197495,False,False,0.0,,False
BAT00805,2021-11-09,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,10.93,44.8,2.1,True,False,declining,-1,-0.01751564782410653,True,True,1.0,contamination_ppm_high,True
BAT00989,2021-11-09,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,82.47,8.1,38.6,2.01,True,False,stable,1,0.10017912191897943,False,False,0.0,,False
BAT00695,2021-11-10,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.5,8.31,32.4,1.58,True,False,stable,1,0.0923694075762529,False,False,0.0,,False
BAT01345,2021-11-11,DRG013,Omeprazole,SUP014,Euroapi France,93.29,2.92,34.4,1.86,True,False,stable,1,0.119975351736403,False,False,0.0,,False
